query,category
overdose on prescription opioids what do i do,opioid_overdose
pinpoint pupils not breathing,opioid_overdose
pinpoint pupils not breathing please help,opioid_overdose
pinpoint pupils not breathing what do i do,opioid_overdose
please administer naloxone,opioid_overdose
please drug overdose unresponsive,opioid_overdose
please fentanyl overdose,opioid_overdose
please give narcan spray,opioid_overdose
please heroin overdose,opioid_overdose
please how to use narcan,opioid_overdose
please naloxone,opioid_overdose
please naloxone injection how to,opioid_overdose
please narcan,opioid_overdose
please opiate overdose symptoms,opioid_overdose
please opioid overdose,opioid_overdose
please opioid poisoning,opioid_overdose
please opioid reversal agent,opioid_overdose
please overdose on prescription opioids,opioid_overdose
please pinpoint pupils not breathing,opioid_overdose
please repeat naloxone dose,opioid_overdose
please slow breathing blue lips opioid,opioid_overdose
please they used heroin and won't wake up,opioid_overdose
please they used too many painkillers and are unresponsive,opioid_overdose
please unconscious shallow breathing possible overdose,opioid_overdose
quickly administer naloxone,opioid_overdose
quickly administer naloxone what do i do,opioid_overdose
quickly drug overdose unresponsive,opioid_overdose
quickly drug overdose unresponsive what do i do,opioid_overdose
quickly fentanyl overdose,opioid_overdose
quickly fentanyl overdose what do i do,opioid_overdose
quickly give narcan spray,opioid_overdose
quickly give narcan spray what do i do,opioid_overdose
quickly heroin overdose,opioid_overdose
quickly heroin overdose what do i do,opioid_overdose
quickly how to use narcan,opioid_overdose
quickly how to use narcan what do i do,opioid_overdose
quickly naloxone,opioid_overdose
quickly naloxone injection how to,opioid_overdose
quickly naloxone injection how to what do i do,opioid_overdose
quickly naloxone what do i do,opioid_overdose
quickly narcan,opioid_overdose
quickly narcan what do i do,opioid_overdose
quickly opiate overdose symptoms,opioid_overdose
quickly opiate overdose symptoms what do i do,opioid_overdose
quickly opioid overdose,opioid_overdose
quickly opioid overdose what do i do,opioid_overdose
quickly opioid poisoning,opioid_overdose
quickly opioid poisoning what do i do,opioid_overdose
quickly opioid reversal agent,opioid_overdose
quickly opioid reversal agent what do i do,opioid_overdose
quickly overdose on prescription opioids,opioid_overdose
quickly overdose on prescription opioids what do i do,opioid_overdose
quickly pinpoint pupils not breathing,opioid_overdose
quickly pinpoint pupils not breathing what do i do,opioid_overdose
quickly repeat naloxone dose,opioid_overdose
quickly repeat naloxone dose what do i do,opioid_overdose
quickly slow breathing blue lips opioid,opioid_overdose
quickly slow breathing blue lips opioid what do i do,opioid_overdose
quickly they used heroin and won't wake up,opioid_overdose
quickly they used heroin and won't wake up what do i do,opioid_overdose
quickly they used too many painkillers and are unresponsive,opioid_overdose
quickly they used too many painkillers and are unresponsive what do i do,opioid_overdose
quickly unconscious shallow breathing possible overdose,opioid_overdose
quickly unconscious shallow breathing possible overdose what do i do,opioid_overdose
repeat naloxone dose,opioid_overdose
repeat naloxone dose please help,opioid_overdose
repeat naloxone dose what do i do,opioid_overdose
slow breathing blue lips opioid,opioid_overdose
slow breathing blue lips opioid please help,opioid_overdose
slow breathing blue lips opioid what do i do,opioid_overdose
they used heroin and won't wake up,opioid_overdose
they used heroin and won't wake up please help,opioid_overdose
they used heroin and won't wake up what do i do,opioid_overdose
they used too many painkillers and are unresponsive,opioid_overdose
they used too many painkillers and are unresponsive please help,opioid_overdose
they used too many painkillers and are unresponsive what do i do,opioid_overdose
they used too many painkillers and were unresponsive,opioid_overdose
unconscious shallow breathing possible overdose,opioid_overdose
unconscious shallow breathing possible overdose please help,opioid_overdose
unconscious shallow breathing possible overdose what do i do,opioid_overdose
what do i do if administer naloxone,opioid_overdose
what do i do if drug overdose unresponsive,opioid_overdose
what do i do if fentanyl overdose,opioid_overdose
what do i do if give narcan spray,opioid_overdose
what do i do if heroin overdose,opioid_overdose
what do i do if how to use narcan,opioid_overdose
what do i do if naloxone,opioid_overdose
what do i do if naloxone injection how to,opioid_overdose
what do i do if narcan,opioid_overdose
what do i do if opiate overdose symptoms,opioid_overdose
what do i do if opioid overdose,opioid_overdose
what do i do if opioid poisoning,opioid_overdose
what do i do if opioid reversal agent,opioid_overdose
what do i do if overdose on prescription opioids,opioid_overdose
what do i do if pinpoint pupils not breathing,opioid_overdose
what do i do if repeat naloxone dose,opioid_overdose
what do i do if slow breathing blue lips opioid,opioid_overdose
what do i do if they used heroin and won't wake up,opioid_overdose
what do i do if they used too many painkillers and are unresponsive,opioid_overdose
what do i do if they used too many painkillers and were unresponsive,opioid_overdose
what do i do if unconscious shallow breathing possible overdose,opioid_overdose
air bubbling from chest wound,chest_wound
air bubbling from chest wound please help,chest_wound
